[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	6/26/2024 6:33:59 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	CKSTD1_1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:05:48 PM	1	1	NPOC	5.626	1.201	NPOC:1.196mg/L TN:0.1213mg/L	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:09:06 PM	1	2	NPOC	5.638	1.204	NPOC:1.196mg/L TN:0.1213mg/L	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:12:06 PM	1	3	NPOC	5.559	1.184	NPOC:1.196mg/L TN:0.1213mg/L	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:05:48 PM	1	1	TN	0.9680	0.1068	NPOC:1.196mg/L TN:0.1213mg/L	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:09:06 PM	1	2	TN	1.219	0.1345	NPOC:1.196mg/L TN:0.1213mg/L	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:12:06 PM	1	3	TN	1.109	0.1224	NPOC:1.196mg/L TN:0.1213mg/L	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:17:12 PM	1	4	TN	0.09170	0.01012	NPOC:1.196mg/L TN:0.1213mg/L	1	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:26:55 PM	1	1	NPOC	2.324	0.3677	NPOC:0.3743mg/L TN:0.2265mg/L	0	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:29:54 PM	1	2	NPOC	2.048	0.2981	NPOC:0.3743mg/L TN:0.2265mg/L	1	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:32:56 PM	1	3	NPOC	2.494	0.4106	NPOC:0.3743mg/L TN:0.2265mg/L	0	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:36:14 PM	1	4	NPOC	2.232	0.3445	NPOC:0.3743mg/L TN:0.2265mg/L	0	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:26:55 PM	1	1	TN	2.290	0.2527	NPOC:0.3743mg/L TN:0.2265mg/L	0	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:29:54 PM	1	2	TN	1.932	0.2132	NPOC:0.3743mg/L TN:0.2265mg/L	0	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:32:56 PM	1	3	TN	1.934	0.2134	NPOC:0.3743mg/L TN:0.2265mg/L	0	50	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:36:14 PM	1	4	TN	2.462	0.2717	NPOC:0.3743mg/L TN:0.2265mg/L	1	50	
Unknown	NPOC/TN	DIT_03_BC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:47:57 PM	1	1	NPOC	16.42	3.923	NPOC:3.893mg/L TN:230.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:53:11 PM	1	2	NPOC	16.03	3.825	NPOC:3.893mg/L TN:230.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 8:58:28 PM	1	3	NPOC	16.45	3.931	NPOC:3.893mg/L TN:230.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:47:57 PM	1	1	TN	2077	229.2	NPOC:3.893mg/L TN:230.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:53:11 PM	1	2	TN	2091	230.8	NPOC:3.893mg/L TN:230.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 8:58:28 PM	1	3	TN	2106	232.4	NPOC:3.893mg/L TN:230.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:10:15 PM	1	1	NPOC	15.10	3.590	NPOC:3.705mg/L TN:231.2mg/L	1	50	
Unknown	NPOC/TN	DIT_03_BC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:15:33 PM	1	2	NPOC	15.35	3.653	NPOC:3.705mg/L TN:231.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:20:57 PM	1	3	NPOC	15.76	3.757	NPOC:3.705mg/L TN:231.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:24:06 PM	1	4	NPOC	15.56	3.706	NPOC:3.705mg/L TN:231.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 9:10:15 PM	1	1	TN	2077	229.2	NPOC:3.705mg/L TN:231.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 9:15:33 PM	1	2	TN	2101	231.9	NPOC:3.705mg/L TN:231.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 9:20:57 PM	1	3	TN	2107	232.5	NPOC:3.705mg/L TN:231.2mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:35:49 PM	1	1	NPOC	16.26	3.883	NPOC:3.880mg/L TN:234.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:41:12 PM	1	2	NPOC	16.13	3.850	NPOC:3.880mg/L TN:234.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:46:37 PM	1	3	NPOC	16.35	3.906	NPOC:3.880mg/L TN:234.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 9:35:49 PM	1	1	TN	2111	233.0	NPOC:3.880mg/L TN:234.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 9:41:12 PM	1	2	TN	2130	235.1	NPOC:3.880mg/L TN:234.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 9:46:37 PM	1	3	TN	2141	236.3	NPOC:3.880mg/L TN:234.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 9:58:27 PM	1	1	NPOC	10.89	2.528	NPOC:2.575mg/L TN:227.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:03:51 PM	1	2	NPOC	11.54	2.692	NPOC:2.575mg/L TN:227.6mg/L	1	50	
Unknown	NPOC/TN	DIT_03_BL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:09:17 PM	1	3	NPOC	11.37	2.649	NPOC:2.575mg/L TN:227.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:12:29 PM	1	4	NPOC	10.96	2.546	NPOC:2.575mg/L TN:227.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 9:58:27 PM	1	1	TN	2052	226.5	NPOC:2.575mg/L TN:227.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:03:51 PM	1	2	TN	2069	228.3	NPOC:2.575mg/L TN:227.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:09:17 PM	1	3	TN	2067	228.1	NPOC:2.575mg/L TN:227.6mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:24:12 PM	1	1	NPOC	11.67	2.725	NPOC:2.729mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:29:37 PM	1	2	NPOC	11.80	2.758	NPOC:2.729mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:35:04 PM	1	3	NPOC	11.59	2.705	NPOC:2.729mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:24:12 PM	1	1	TN	2091	230.8	NPOC:2.729mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:29:37 PM	1	2	TN	2106	232.4	NPOC:2.729mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:35:04 PM	1	3	TN	2123	234.3	NPOC:2.729mg/L TN:232.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:46:52 PM	1	1	NPOC	11.60	2.707	NPOC:2.736mg/L TN:235.1mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:52:12 PM	1	2	NPOC	11.64	2.718	NPOC:2.736mg/L TN:235.1mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 10:57:40 PM	1	3	NPOC	11.90	2.783	NPOC:2.736mg/L TN:235.1mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:46:52 PM	1	1	TN	2129	235.0	NPOC:2.736mg/L TN:235.1mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:52:12 PM	1	2	TN	2116	233.5	NPOC:2.736mg/L TN:235.1mg/L	0	50	
Unknown	NPOC/TN	DIT_03_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 10:57:40 PM	1	3	TN	2146	236.8	NPOC:2.736mg/L TN:235.1mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:09:28 PM	1	1	NPOC	11.87	2.776	NPOC:2.718mg/L TN:226.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:14:54 PM	1	2	NPOC	11.32	2.637	NPOC:2.718mg/L TN:226.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:20:20 PM	1	3	NPOC	11.01	2.559	NPOC:2.718mg/L TN:226.9mg/L	1	50	
Unknown	NPOC/TN	DIT_03_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:23:25 PM	1	4	NPOC	11.74	2.743	NPOC:2.718mg/L TN:226.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 11:09:28 PM	1	1	TN	2043	225.5	NPOC:2.718mg/L TN:226.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 11:14:54 PM	1	2	TN	2067	228.1	NPOC:2.718mg/L TN:226.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 11:20:20 PM	1	3	TN	2058	227.1	NPOC:2.718mg/L TN:226.9mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:35:09 PM	1	1	NPOC	12.13	2.841	NPOC:2.888mg/L TN:230.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:40:35 PM	1	2	NPOC	12.23	2.866	NPOC:2.888mg/L TN:230.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:46:03 PM	1	3	NPOC	12.59	2.957	NPOC:2.888mg/L TN:230.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 11:35:09 PM	1	1	TN	2093	231.0	NPOC:2.888mg/L TN:230.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 11:40:35 PM	1	2	TN	2077	229.2	NPOC:2.888mg/L TN:230.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/14/2024 11:46:03 PM	1	3	TN	2096	231.3	NPOC:2.888mg/L TN:230.5mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/14/2024 11:57:51 PM	1	1	NPOC	11.69	2.730	NPOC:2.844mg/L TN:226.8mg/L	1	50	
Unknown	NPOC/TN	DIT_03_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:03:16 AM	1	2	NPOC	12.35	2.897	NPOC:2.844mg/L TN:226.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:08:44 AM	1	3	NPOC	12.28	2.879	NPOC:2.844mg/L TN:226.8mg/L	0	50	
Unknown	NPOC/TN	DIT_03_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_NPOC_0-10mgL.2024_06_14_14_28_47.cal	1.00		6/15/2024 12:11:43 AM	1	4	NPOC	11.79	2.755	NPOC:2.844mg/L TN:226.8mg/L	0	50	
