[Header]	
System	9 mL TOC-L with TNM	
S/W Version	1.00	
User		
Date/Time	6/26/2024 6:25:41 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:42:42 PM	6	3	TN	36.84	1.500	 	18	0	50	3.333	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:44:45 PM	6	4	TN	0.07910	1.500	 	18	1	50	3.333	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:49:11 PM	6	5	TN	37.22	1.500	 	18	0	50	3.333	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 6:57:09 PM	7	1	TN	0.000	2.000	 	19	0	50	2.500	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:02:14 PM	7	2	TN	52.17	2.000	 	19	1	50	2.500	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:04:20 PM	7	3	TN	0.000	2.000	 	19	0	50	2.500	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:09:03 PM	7	4	TN	50.88	2.000	 	19	1	50	2.500	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:11:06 PM	7	5	TN	0.000	2.000	 	19	0	50	2.500	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:19:04 PM	8	1	TN	0.05530	3.000	 	20	0	50	1.667	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:23:54 PM	8	2	TN	79.33	3.000	 	20	1	50	1.667	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:25:57 PM	8	3	TN	0.000	3.000	 	20	0	50	1.667	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:30:38 PM	8	4	TN	76.63	3.000	 	20	1	50	1.667	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:32:41 PM	8	5	TN	0.000	3.000	 	20	0	50	1.667	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:38:24 PM	9	1	TN	0.000	5.000	 	21	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:43:29 PM	9	2	TN	133.7	5.000	 	21	1	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:45:36 PM	9	3	TN	0.000	5.000	 	21	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:50:22 PM	9	4	TN	129.2	5.000	 	21	1	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 7:52:28 PM	9	5	TN	0.000	5.000	 	21	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:00:29 PM	10	1	TN	0.05980	7.000	 	22	0	50	1.429	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:05:12 PM	10	2	TN	92.61	7.000	 	22	1	50	1.429	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:07:18 PM	10	3	TN	0.000	7.000	 	22	0	50	1.429	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:12:16 PM	10	4	TN	91.42	7.000	 	22	1	50	1.429	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:14:22 PM	10	5	TN	0.09070	7.000	 	22	0	50	1.429	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:20:05 PM	11	1	TN	0.000	10.00	 	23	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:25:06 PM	11	2	TN	133.1	10.00	 	23	1	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:27:12 PM	11	3	TN	0.000	10.00	 	23	0	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:31:55 PM	11	4	TN	129.5	10.00	 	23	1	50	1.000	
Standard	TN	STD_0-10ppmTN	Untitled	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal		1.00		6/5/2024 8:34:00 PM	11	5	TN	0.000	10.00	 	23	0	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 8:45:56 PM	1	1	NPOC	0.4062	-0.2615	NPOC:-0.2443mg/L TN:7.396mg/L	24	0	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 8:49:28 PM	1	2	NPOC	0.7849	-0.1727	NPOC:-0.2443mg/L TN:7.396mg/L	24	1	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 8:54:31 PM	1	3	NPOC	0.3569	-0.2731	NPOC:-0.2443mg/L TN:7.396mg/L	24	0	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 8:59:36 PM	1	4	NPOC	0.6762	-0.1982	NPOC:-0.2443mg/L TN:7.396mg/L	24	0	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 8:45:56 PM	1	1	TN	3.543	3.244	NPOC:-0.2443mg/L TN:7.396mg/L	24	1	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 8:49:28 PM	1	2	TN	0.7214	8.258	NPOC:-0.2443mg/L TN:7.396mg/L	24	0	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 8:54:31 PM	1	3	TN	1.562	6.764	NPOC:-0.2443mg/L TN:7.396mg/L	24	0	50	1.000	
Unknown	NPOC/TN	Blank 2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 8:59:36 PM	1	4	TN	1.337	7.164	NPOC:-0.2443mg/L TN:7.396mg/L	24	0	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:11:02 PM	1	1	NPOC	4.751	0.7574	NPOC:0.7431mg/L TN:8.544mg/L	25	0	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:15:23 PM	1	2	NPOC	4.417	0.6791	NPOC:0.7431mg/L TN:8.544mg/L	25	1	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:19:04 PM	1	3	NPOC	4.729	0.7523	NPOC:0.7431mg/L TN:8.544mg/L	25	0	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:22:46 PM	1	4	NPOC	4.590	0.7197	NPOC:0.7431mg/L TN:8.544mg/L	25	0	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:11:02 PM	1	1	TN	0.4270	8.781	NPOC:0.7431mg/L TN:8.544mg/L	25	0	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:15:23 PM	1	2	TN	0.7057	8.286	NPOC:0.7431mg/L TN:8.544mg/L	25	0	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:19:04 PM	1	3	TN	0.5485	8.566	NPOC:0.7431mg/L TN:8.544mg/L	25	0	50	1.000	
Unknown	NPOC/TN	CKSTD1-1ppmNPOC	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:22:46 PM	1	4	TN	1.248	7.322	NPOC:0.7431mg/L TN:8.544mg/L	25	1	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:33:54 PM	1	1	NPOC	1.064	-0.1073	NPOC:-0.1965mg/L TN:9.048mg/L	26	1	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:38:17 PM	1	2	NPOC	0.8310	-0.1619	NPOC:-0.1965mg/L TN:9.048mg/L	26	0	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:43:22 PM	1	3	NPOC	0.5323	-0.2320	NPOC:-0.1965mg/L TN:9.048mg/L	26	0	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:46:14 PM	1	4	NPOC	0.6870	-0.1957	NPOC:-0.1965mg/L TN:9.048mg/L	26	0	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:33:54 PM	1	1	TN	0.2446	9.106	NPOC:-0.1965mg/L TN:9.048mg/L	26	0	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:38:17 PM	1	2	TN	0.000	9.540	NPOC:-0.1965mg/L TN:9.048mg/L	26	0	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:43:22 PM	1	3	TN	1.481	6.908	NPOC:-0.1965mg/L TN:9.048mg/L	26	1	50	1.000	
Unknown	NPOC/TN	Blank 3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:46:14 PM	1	4	TN	0.5872	8.497	NPOC:-0.1965mg/L TN:9.048mg/L	26	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 9:58:58 PM	1	1	NPOC	24.69	5.434	NPOC:5.192mg/L TN:-2396mg/L	27	1	50	1.000	
Unknown	NPOC/TN	DIT_01_BC1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:04:17 PM	1	2	NPOC	23.23	5.091	NPOC:5.192mg/L TN:-2396mg/L	27	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:09:39 PM	1	3	NPOC	23.85	5.237	NPOC:5.192mg/L TN:-2396mg/L	27	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:13:47 PM	1	4	NPOC	23.90	5.248	NPOC:5.192mg/L TN:-2396mg/L	27	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 9:58:58 PM	1	1	TN	1372	-2429	NPOC:5.192mg/L TN:-2396mg/L	27	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 10:04:17 PM	1	2	TN	1337	-2367	NPOC:5.192mg/L TN:-2396mg/L	27	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 10:09:39 PM	1	3	TN	1351	-2392	NPOC:5.192mg/L TN:-2396mg/L	27	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:26:31 PM	1	1	NPOC	23.12	5.065	NPOC:5.183mg/L TN:-2384mg/L	28	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:31:57 PM	1	2	NPOC	24.10	5.295	NPOC:5.183mg/L TN:-2384mg/L	28	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:37:23 PM	1	3	NPOC	23.65	5.190	NPOC:5.183mg/L TN:-2384mg/L	28	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:42:30 PM	1	4	NPOC	26.65	5.893	NPOC:5.183mg/L TN:-2384mg/L	28	1	50	1.000	
Unknown	NPOC/TN	DIT_01_BC2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 10:26:31 PM	1	1	TN	1335	-2363	NPOC:5.183mg/L TN:-2384mg/L	28	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 10:31:57 PM	1	2	TN	1366	-2418	NPOC:5.183mg/L TN:-2384mg/L	28	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 10:37:23 PM	1	3	TN	1339	-2370	NPOC:5.183mg/L TN:-2384mg/L	28	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 10:55:15 PM	1	1	NPOC	24.32	5.347	NPOC:5.633mg/L TN:-2412mg/L	29	1	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 11:00:40 PM	1	2	NPOC	25.69	5.668	NPOC:5.633mg/L TN:-2412mg/L	29	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 11:06:07 PM	1	3	NPOC	25.92	5.722	NPOC:5.633mg/L TN:-2412mg/L	29	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 11:11:35 PM	1	4	NPOC	25.01	5.509	NPOC:5.633mg/L TN:-2412mg/L	29	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 10:55:15 PM	1	1	TN	1294	-2290	NPOC:5.633mg/L TN:-2412mg/L	29	1	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 11:00:40 PM	1	2	TN	1363	-2413	NPOC:5.633mg/L TN:-2412mg/L	29	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 11:06:07 PM	1	3	TN	1386	-2454	NPOC:5.633mg/L TN:-2412mg/L	29	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BC3	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 11:11:35 PM	1	4	TN	1339	-2370	NPOC:5.633mg/L TN:-2412mg/L	29	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 11:24:18 PM	1	1	NPOC	25.77	5.687	NPOC:5.515mg/L TN:-2431mg/L	30	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 11:29:46 PM	1	2	NPOC	24.71	5.438	NPOC:5.515mg/L TN:-2431mg/L	30	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 11:35:14 PM	1	3	NPOC	26.28	5.806	NPOC:5.515mg/L TN:-2431mg/L	30	1	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\NPOC_0-10ppm_20240605.2024_06_05_13_25_38.cal	1.00		6/5/2024 11:40:44 PM	1	4	NPOC	24.63	5.419	NPOC:5.515mg/L TN:-2431mg/L	30	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 11:24:18 PM	1	1	TN	1394	-2468	NPOC:5.515mg/L TN:-2431mg/L	30	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 11:29:46 PM	1	2	TN	1355	-2399	NPOC:5.515mg/L TN:-2431mg/L	30	0	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 11:35:14 PM	1	3	TN	1415	-2505	NPOC:5.515mg/L TN:-2431mg/L	30	1	50	1.000	
Unknown	NPOC/TN	DIT_01_BL1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_CORRECT_method.met	C:\TOC-L\CalCurves\2024\May\TN_0-5ppm_20240605.2024_06_05_17_02_49.cal	1.00		6/5/2024 11:40:44 PM	1	4	TN	1370	-2425	NPOC:5.515mg/L TN:-2431mg/L	30	0	50	1.000	
