[Header]	
System	TOC-L w TNM 9mL MULTIPLE INJ	
S/W Version	1.00	
User		
Date/Time	6/30/2024 9:23:38 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DIT_05_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 8:34:16 PM	1	2	NPOC	9.097	1.959	NPOC:1.948mg/L TN:217.1mg/L	0	50	
Unknown	NPOC/TN	DIT_05_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 8:37:16 PM	1	3	NPOC	8.566	1.833	NPOC:1.948mg/L TN:217.1mg/L	1	50	
Unknown	NPOC/TN	DIT_05_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 8:40:22 PM	1	4	NPOC	9.007	1.937	NPOC:1.948mg/L TN:217.1mg/L	0	50	
Unknown	NPOC/TN	DIT_05_BL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 8:31:20 PM	1	1	TN	1967	217.1	NPOC:1.948mg/L TN:217.1mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 8:52:06 PM	1	1	NPOC	10.10	2.195	NPOC:2.277mg/L TN:225.1mg/L	1	50	
Unknown	NPOC/TN	DIT_05_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 8:55:03 PM	1	2	NPOC	10.26	2.233	NPOC:2.277mg/L TN:225.1mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 8:58:17 PM	1	3	NPOC	10.60	2.313	NPOC:2.277mg/L TN:225.1mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:01:18 PM	1	4	NPOC	10.48	2.285	NPOC:2.277mg/L TN:225.1mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 8:52:06 PM	1	1	TN	2040	225.1	NPOC:2.277mg/L TN:225.1mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:13:01 PM	1	1	NPOC	10.02	2.176	NPOC:2.212mg/L TN:221.4mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:16:02 PM	1	2	NPOC	10.33	2.249	NPOC:2.212mg/L TN:221.4mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:19:16 PM	1	3	NPOC	10.17	2.212	NPOC:2.212mg/L TN:221.4mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 9:13:01 PM	1	1	TN	2006	221.4	NPOC:2.212mg/L TN:221.4mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:31:07 PM	1	1	NPOC	9.873	2.142	NPOC:2.108mg/L TN:225.0mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:34:10 PM	1	2	NPOC	9.506	2.055	NPOC:2.108mg/L TN:225.0mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:37:05 PM	1	3	NPOC	9.265	1.998	NPOC:2.108mg/L TN:225.0mg/L	1	50	
Unknown	NPOC/TN	DIT_05_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:40:22 PM	1	4	NPOC	9.812	2.127	NPOC:2.108mg/L TN:225.0mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 9:31:07 PM	1	1	TN	2039	225.0	NPOC:2.108mg/L TN:225.0mg/L	0	50	
Unknown	NPOC/TN	Blank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:52:05 PM	1	1	NPOC	1.187	0.09364	NPOC:0.06623mg/L TN:1.474mg/L	0	50	
Unknown	NPOC/TN	Blank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:54:26 PM	1	2	NPOC	0.9883	0.04679	NPOC:0.06623mg/L TN:1.474mg/L	0	50	
Unknown	NPOC/TN	Blank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:56:58 PM	1	3	NPOC	1.276	0.1146	NPOC:0.06623mg/L TN:1.474mg/L	1	50	
Unknown	NPOC/TN	Blank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 9:59:27 PM	1	4	NPOC	1.037	0.05827	NPOC:0.06623mg/L TN:1.474mg/L	0	50	
Unknown	NPOC/TN	Blank3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 9:52:05 PM	1	1	TN	13.36	1.474	NPOC:0.06623mg/L TN:1.474mg/L	0	50	
Unknown	NPOC/TN	CKSTD2-1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:09:30 PM	1	1	NPOC	5.263	1.055	NPOC:1.047mg/L TN:0.3993mg/L	0	50	
Unknown	NPOC/TN	CKSTD2-1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:12:22 PM	1	2	NPOC	5.204	1.041	NPOC:1.047mg/L TN:0.3993mg/L	0	50	
Unknown	NPOC/TN	CKSTD2-1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:15:11 PM	1	3	NPOC	5.229	1.047	NPOC:1.047mg/L TN:0.3993mg/L	0	50	
Unknown	NPOC/TN	CKSTD2-1ppmNPOC	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 10:09:30 PM	1	1	TN	3.618	0.3993	NPOC:1.047mg/L TN:0.3993mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:26:57 PM	1	1	NPOC	0.9669	0.04175	NPOC:0.07571mg/L TN:1.016mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:29:35 PM	1	2	NPOC	1.648	0.2023	NPOC:0.07571mg/L TN:1.016mg/L	1	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:31:57 PM	1	3	NPOC	1.117	0.07714	NPOC:0.07571mg/L TN:1.016mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:34:21 PM	1	4	NPOC	1.249	0.1083	NPOC:0.07571mg/L TN:1.016mg/L	0	50	
Unknown	NPOC/TN	Blank4	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 10:26:57 PM	1	1	TN	9.202	1.016	NPOC:0.07571mg/L TN:1.016mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:46:03 PM	1	1	NPOC	5.791	1.179	NPOC:1.218mg/L TN:229.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:49:12 PM	1	2	NPOC	6.304	1.300	NPOC:1.218mg/L TN:229.8mg/L	1	50	
Unknown	NPOC/TN	DIT_05_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:52:09 PM	1	3	NPOC	6.292	1.297	NPOC:1.218mg/L TN:229.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 10:55:04 PM	1	4	NPOC	5.786	1.178	NPOC:1.218mg/L TN:229.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 10:46:03 PM	1	1	TN	2082	229.8	NPOC:1.218mg/L TN:229.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:06:47 PM	1	1	NPOC	5.997	1.228	NPOC:1.230mg/L TN:228.0mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:09:40 PM	1	2	NPOC	6.057	1.242	NPOC:1.230mg/L TN:228.0mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:12:31 PM	1	3	NPOC	5.967	1.221	NPOC:1.230mg/L TN:228.0mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 11:06:47 PM	1	1	TN	2066	228.0	NPOC:1.230mg/L TN:228.0mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:24:19 PM	1	1	NPOC	6.013	1.231	NPOC:1.236mg/L TN:227.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:27:10 PM	1	2	NPOC	5.958	1.218	NPOC:1.236mg/L TN:227.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:29:55 PM	1	3	NPOC	5.775	1.175	NPOC:1.236mg/L TN:227.8mg/L	1	50	
Unknown	NPOC/TN	DIT_05_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:32:58 PM	1	4	NPOC	6.127	1.258	NPOC:1.236mg/L TN:227.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_FL3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 11:24:19 PM	1	1	TN	2064	227.8	NPOC:1.236mg/L TN:227.8mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:44:41 PM	1	1	NPOC	10.12	2.200	NPOC:2.177mg/L TN:220.5mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:47:39 PM	1	2	NPOC	9.885	2.144	NPOC:2.177mg/L TN:220.5mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:50:32 PM	1	3	NPOC	9.697	2.100	NPOC:2.177mg/L TN:220.5mg/L	1	50	
Unknown	NPOC/TN	DIT_05_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/28/2024 11:53:39 PM	1	4	NPOC	10.06	2.186	NPOC:2.177mg/L TN:220.5mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/28/2024 11:44:41 PM	1	1	TN	1998	220.5	NPOC:2.177mg/L TN:220.5mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:05:22 AM	1	1	NPOC	10.07	2.188	NPOC:2.215mg/L TN:221.3mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:08:20 AM	1	2	NPOC	10.60	2.313	NPOC:2.215mg/L TN:221.3mg/L	1	50	
Unknown	NPOC/TN	DIT_05_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:11:24 AM	1	3	NPOC	10.39	2.263	NPOC:2.215mg/L TN:221.3mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:14:20 AM	1	4	NPOC	10.10	2.195	NPOC:2.215mg/L TN:221.3mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/29/2024 12:05:22 AM	1	1	TN	2005	221.3	NPOC:2.215mg/L TN:221.3mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:26:04 AM	1	1	NPOC	9.994	2.170	NPOC:2.197mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:29:07 AM	1	2	NPOC	10.44	2.275	NPOC:2.197mg/L TN:221.9mg/L	1	50	
Unknown	NPOC/TN	DIT_05_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:32:21 AM	1	3	NPOC	10.18	2.214	NPOC:2.197mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:35:27 AM	1	4	NPOC	10.15	2.207	NPOC:2.197mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SC3	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/29/2024 12:26:04 AM	1	1	TN	2011	221.9	NPOC:2.197mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:47:11 AM	1	1	NPOC	10.16	2.209	NPOC:2.322mg/L TN:221.9mg/L	1	50	
Unknown	NPOC/TN	DIT_05_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:50:12 AM	1	2	NPOC	10.88	2.379	NPOC:2.322mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:53:16 AM	1	3	NPOC	10.59	2.311	NPOC:2.322mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 12:56:13 AM	1	4	NPOC	10.45	2.278	NPOC:2.322mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL1	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/29/2024 12:47:11 AM	1	1	TN	2011	221.9	NPOC:2.322mg/L TN:221.9mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 1:07:58 AM	1	1	NPOC	10.76	2.351	NPOC:2.388mg/L TN:223.5mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 1:10:58 AM	1	2	NPOC	11.08	2.426	NPOC:2.388mg/L TN:223.5mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\June\20240628_NPOC_0-10mgL.2024_06_28_15_33_54.cal	1.00		6/29/2024 1:14:01 AM	1	3	NPOC	10.92	2.388	NPOC:2.388mg/L TN:223.5mg/L	0	50	
Unknown	NPOC/TN	DIT_05_SL2	Untitled	C:\TOC-L\Methods\NPOC_TN_9mL_multinj_Method_Sept2023_OO_AMP_CORRECT.met	C:\TOC-L\CalCurves\2024\20240614_TN_0-10ppm.2024_06_14_17_14_24.cal	1.00		6/29/2024 1:07:58 AM	1	1	TN	2025	223.5	NPOC:2.388mg/L TN:223.5mg/L	0	50	
